CODI_10;ORDENACIO_ALFABETICA;NOM COMPLERT;ADREÇA;MUNICIPI;TELÈFON;FAX;TRACTAMENT;PRESIDENT;NOM;COGNOM1;COGNOM2;PARTIT_POLITIC;SEXE;CÀRREC;GERENT;CIF;COMARCA;CODCOMARCA;PROVINCIA;CODIPROV;CAPICOM;ANY_CENS;CENS;CODITIPUS;SUPERFICIE;ARTICLE;NOMTIPUS;CODIPOSTAL;SECRETARI;HORARI;DISSOLT;SIGLACOM;ALTURA;CODIPARE;TIPUSPARE;NOMPARE;HD;NOM_CAPITAL;E_MAIL;WEB;PARTIT_JUDICIAL;PARTIT_ELECTORAL;GENTILICI;LOCALITAT_CP;DELEGACIO_GOVERN;MUNICAT;AMBIT;SITUA_GEO_MUNICIPI;SITUA_GEO_COMARCA;PLANOL_CARRERS;SALUTACIO;DATA_ACTUALITZACIO
2525210007;Vila-sana;Ajuntament de Vila-sana;Pl. Major, 4;Vila-sana;973-710391;973-604281;Il·lm. Sr.;Joan Ramon Sangrà Farré;Joan Ramon;Sangrà;Farré;JxCAT;Senyor;Alcalde President;;P2531400F;Pla d'Urgell;8102710007;Lleida;8002550006;N;2019;742;2;19,18;    ;Municipis;25245;;Tots els dies de 9 a 15;N;PU;249;;;;H;Vila-sana;ajuntament@vilasana.ddl.net;http://vilasana.ddl.net;Cervera;Lleida;;Vila-sana;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2525210007;Ponent;https://www.google.com/maps/place/Vila-sana, + Lleida?hl=ca;https://goo.gl/maps/SdPF8Y4XQ6s63CMC9;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=252521;Benvolgut alcalde;30/7/2020 9:27:32
4317110007;Vila-seca;Ajuntament de Vila-seca;Pl. Església, 26;Vila-seca;977-309300;977-309301;Il·lm. Sr.;Pere Segura Xatruch;Pere;Segura;Xatruch;JXCAT;Senyor;Alcalde President;;P4317300D;Tarragonès;8103630008;Tarragona;8004330008;N;2019;22187;2;21,78;    ;Municipis;43480;;;N;TR;45;;;;H;Vila-seca;ajuntament@vila-seca.cat;http://www.vila-seca.cat;Tarragona;Tarragona;vila-secans;Vila-seca;Tarragona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4317110007;Camp de Tarragona;https://www.google.com/maps/place/Vila-seca, + Tarragona?hl=ca;https://goo.gl/maps/LqKo1dwag4K9ueuk6;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=431711;Benvolgut alcalde;30/7/2020 9:27:32
821400000;Vilassar de Dalt;Ajuntament de Vilassar de Dalt;Pl. Vila, 1;Vilassar de Dalt;937539800;937507750;Il·lma. Sra.;Carola Llauró Sastre;Carola;Llauró;Sastre;AV-AM;Senyora;Alcaldessa Presidenta;;P0821300A;Maresme;8102130008;Barcelona;8000840003;N;2019;9043;2;8,92;    ;Municipis;8339;;tots els dies de 8h-15h;N;MM;142;;;;D;Vilassar de Dalt;ajuntament@vilassardedalt.cat;http://www.vilassardedalt.cat;Mataró;Mataró;vilassarencs;Vilassar de Dalt;Barcelona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0821400000;Metropolità;https://www.google.com/maps/place/Vilassar+de+Dalt, + Barcelona?hl=ca;https://goo.gl/maps/BkQ67cGuFKKww6eW9;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=082140;Benvolguda alcaldessa;30/7/2020 9:27:32
821910007;Vilassar de Mar;Ajuntament de Vilassar de Mar;Pl. Ajuntament, 6;Vilassar de Mar;937542400;937594950;Il·lm. Sr.;Damià Del Clot Trias;Damià;Del Clot;Trias;ERC-AM;Senyor;Alcalde President;;P0821700B;Maresme;8102130008;Barcelona;8000840003;N;2019;20837;2;3,96;    ;Municipis;8340;;de 8.00 a 15.00 hores;N;MM;10;;;;H;Vilassar de Mar;ajuntament@vilassardemar.cat;http://www.vilassardemar.cat;Mataró;Mataró;vilassarencs;Vilassar de Mar;Barcelona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0821910007;Metropolità;https://www.google.com/maps/place/Vilassar+de+Mar, + Barcelona?hl=ca;https://goo.gl/maps/BkQ67cGuFKKww6eW9;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=082191;Benvolgut alcalde;30/7/2020 9:27:32
1722290004;Vilaür;Ajuntament de Vilaür;Pl. Major, 5;Vilaür;972-794575;972-794575;Il·lma. Sra.;Ester Farreró Jiménez;Ester;Farreró;Jiménez;IpV-AMUNT;Senyora;Alcaldessa Presidenta;;P1723600A;Alt Empordà;8100220002;Girona;8001760009;N;2019;157;2;5,83;    ;Municipis;17483;;dilluns i dijous de 16h-20h;N;AE;65;;;;D;Vilaür;ajuntament@vilaur.cat;http://www.vilaur.cat;Figueres;Girona;;Vilaür;Girona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1722290004;Comarques Gironines;https://www.google.com/maps/place/Vilaür, + Girona?hl=ca;https://goo.gl/maps/R7GfovThSScVTqs58;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=172229;Benvolguda alcaldessa;30/7/2020 9:27:32
4317260009;Vilaverd;Ajuntament de Vilaverd;Pl. Espanya, 1;Vilaverd;977-876337;977-876215;Il·lm. Sr.;Antoni Anglés Rosich;Antoni;Anglés;Rosich;JUNTS;Senyor;Alcalde President;;P4317400B;Conca de Barberà;8101670005;Tarragona;8004330008;N;2019;452;2;12,53;    ;Municipis;43490;;;N;CB;269;;;;H;Vilaverd;aj.vilaverd@altanet.org;http://www.vilaverd.altanet.org;Valls;Valls;vilabertins;Vilaverd;Tarragona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4317260009;Camp de Tarragona;https://www.google.com/maps/place/Vilaverd, + Tarragona?hl=ca;https://goo.gl/maps/KvcoMVFdKDUhruGF9;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=431726;Benvolgut alcalde;30/7/2020 9:27:32
4317320002;Vilella Alta;Ajuntament de la Vilella Alta;Pl. Les Eres, s/n;La Vilella Alta;977-839375;977-839375;Il·lm. Sr.;Damià Fàbrega Sabaté;Damià;Fàbrega;Sabaté;CUP-AMUNT;Senyor;Alcalde President;;P4317500I;Priorat;8102900000;Tarragona;8004330008;N;2019;135;2;5,25; La ;Municipis;43375;;Dilluns, dimecres i divendres de 9 a 14;N;PR;327;;;;H;La Vilella Alta;aj.vilellaalta@altanet.org;http://www.vilellaalta.altanet.org;Falset;Reus;vilellans de Dalt;La Vilella Alta;Tarragona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4317320002;Camp de Tarragona;https://www.google.com/maps/place/La+Vilella+Alta, + Tarragona?hl=ca;https://goo.gl/maps/tGzC77zPUrj7YNDY8;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=431732;Benvolgut alcalde;30/7/2020 9:27:32
4317470005;Vilella Baixa;Ajuntament de la Vilella Baixa;Pl. Església, 2;La Vilella Baixa;977-839009;977-839465;Il·lm. Sr.;Daniel Siuraneta Sabaté;Daniel;Siuraneta;Sabaté;IpVB-AM;Senyor;Alcalde President;;P4317600G;Priorat;8102900000;Tarragona;8004330008;N;2019;202;2;5,55; La ;Municipis;43374;;dimarts de 9h-14h i de dijous de 16h-20h;N;PR;218;;;;H;La Vilella Baixa;aj.vilellabaixa@altanet.org;http://www.vilellabaixa.altanet.org;Falset;Reus;vilellans de Baix;La Vilella Baixa;Tarragona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4317470005;Camp de Tarragona;https://www.google.com/maps/place/La+Vilella+Baixa, + Tarragona?hl=ca;https://goo.gl/maps/tGzC77zPUrj7YNDY8;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=431747;Benvolgut alcalde;30/7/2020 9:27:32
830410007;Vilobí del Penedès;Ajuntament de Vilobí del Penedès;Pl. Vila, 1;Vilobí del Penedès;93-8978980;93-8978311;Il·lm. Sr.;Francesc Xavier Edo Vargas;Francesc Xavier;Edo;Vargas;VV-CP;Senyor;Alcalde President;;P0830500E;Alt Penedès;8100380001;Barcelona;8000840003;N;2019;1107;2;9,33;    ;Municipis;8735;;dilluns a divendres 8,30h a 14,30h/ dimec.16h a 20;N;AP;286;;;;H;Vilobí del Penedès;vilobi@diba.cat;http://www.vilobi.cat;Vilafranca del Penedès;Vilafranca del Penedès;vilobinencs;Vilobí del Penedès;Penedès;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0830410007;Metropolità;https://www.google.com/maps/place/Vilobí+del+Penedès, + Barcelona?hl=ca;https://goo.gl/maps/xt12ZRury2YWWud17;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=083041;Benvolgut alcalde;30/7/2020 9:27:32
1723330008;Vilobí d'Onyar;Ajuntament de Vilobí d'Onyar;Travessia Casa de la Vila, 1;Vilobí d'Onyar;972-473026;972-474020;Il·lma. Sra.;Cristina Mundet Benito;Cristina;Mundet;Benito;GMIIdSELVA;Senyora;Alcaldessa Presidenta;;P1724800F;Selva;8103470005;Girona;8001760009;N;2019;3291;2;32,45;    ;Municipis;17185;;dilluns a divendres de 8h a 15h;N;SV;122;;;;D;Vilobí d'Onyar;ajuntament@vilobidonyar.cat;http://www.vilobidonyar.cat;Santa Coloma de Farners;Santa Coloma de Farners;vilobinencs;Vilobí d'Onyar;Girona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1723330008;Comarques Gironines;https://www.google.com/maps/place/Vilobí+d'Onyar, + Girona?hl=ca;https://goo.gl/maps/5Nuuu4bB1HwUvUNX8;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=172333;Benvolguda alcaldessa;30/7/2020 9:27:32
1723270005;Vilopriu;Ajuntament de Vilopriu;Pl. Andreu Tuyet, s/n;Vilopriu;972-768096;972-768096;Il·lm. Sr.;Pere Pulido Buil;Pere;Pulido;Buil;ERC-AM;Senyor;Alcalde President;;P1724700H;Baix Empordà;8101080001;Girona;8001760009;N;2019;202;2;16,61;    ;Municipis;17466;;;N;BM;82;;;;H;Vilopriu;ajuntament@vilopriu.cat;http://www.vilopriu.cat;La Bisbal d'Empordà;Girona;;Vilopriu;Girona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1723270005;Comarques Gironines;https://www.google.com/maps/place/Vilopriu, + Girona?hl=ca;https://goo.gl/maps/T9umwQqBeNmwSK4S6;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=172327;Benvolgut alcalde;30/7/2020 9:27:32
2525370005;Vilosell;Ajuntament del Vilosell;Pl. Ajuntament, 3;El Vilosell;973-175221;973-175090;Il·lm. Sr.;Jordi Nogué Estradé;Jordi;Nogué;Estradé;JxCAT;Senyor;Alcalde President;;P2531600A;Garrigues;8101890004;Lleida;8002550006;N;2019;169;2;18,78; El ;Municipis;25547;;tots els dies de 16h-20h;N;GG;665;;;;H;El Vilosell;ajuntament@vilosell.ddl.net;http://www.vilosell.cat;Lleida;Lleida;vilosellencs;El Vilosell;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2525370005;Ponent;https://www.google.com/maps/place/El+Vilosell, + Lleida?hl=ca;https://goo.gl/maps/92ho6SXzqDchzrqR9;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=252537;Benvolgut alcalde;30/7/2020 9:27:32
4317630008;Vimbodí i Poblet;Ajuntament de Vimbodí i Poblet;Pl. Major, 1;Vimbodí i Poblet;977-878024;977-878431;Il·lm. Sr.;Joan Canela Rios;Joan;Canela;Rios (independent);JUNTS;Senyor;Alcalde President;;P4317800C;Conca de Barberà;8101670005;Tarragona;8004330008;N;2019;892;2;65,8;    ;Municipis;43430;;tots els dies de 8h-15h;N;CB;496;;;;H;Vimbodí;ajuntament@vimbodiipoblet.cat;http://www.vimbodiipoblet.cat;Valls;Valls;vimbodinencs;Vimbodí (Vimbodí i Poblet);Tarragona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4317630008;Camp de Tarragona;https://www.google.com/maps/place/Vimbodí+i+Poblet, + Tarragona?hl=ca;https://goo.gl/maps/KvcoMVFdKDUhruGF9;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=431763;Benvolgut alcalde;30/7/2020 9:27:32
2525550006;Vinaixa;Ajuntament de Vinaixa;Pl. Arbres, 1;Vinaixa;973-175722;973-175307;Il·lm. Sr.;Josep Maria Tarragó Clivillé;Josep Maria;Tarragó;Clivillé;CaV -AM;Senyor;Alcalde President;;P2531900E;Garrigues;8101890004;Lleida;8002550006;N;2019;470;2;37,32;    ;Municipis;25440;;;N;GG;479;;;;H;Vinaixa;ajuntament@vinaixa.cat;http://www.vinaixa.cat;Lleida;Lleida;vinaixencs;Vinaixa;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2525550006;Ponent;https://www.google.com/maps/place/Vinaixa, + Lleida?hl=ca;https://goo.gl/maps/92ho6SXzqDchzrqR9;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=252555;Benvolgut alcalde;30/7/2020 9:27:32
4317790004;Vinebre;Ajuntament de Vinebre;Torre, 21;Vinebre;977-405781;977-406104;Il·lma. Sra.;Gemma Carim Gironès;Gemma;Carim;Gironès;JxCAT;Senyora;Alcaldessa Presidenta;;P4317900A;Ribera d'Ebre;8103040003;Tarragona;8004330008;N;2019;428;2;26,42;    ;Municipis;43792;;Tots els dies de 9 a 14,30;N;RE;34;;;;D;Vinebre;aj.vinebre@altanet.org;http://www.vinebre.cat;Falset;Reus;vinebrans;Vinebre;Terres de l'Ebre;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4317790004;Terres de l'Ebre;https://www.google.com/maps/place/Vinebre, + Tarragona?hl=ca;https://goo.gl/maps/TUwtezHYJznb9FTn7;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=431779;Benvolguda alcaldessa;30/7/2020 9:27:32
4317850006;Vinyols i els Arcs;Ajuntament de Vinyols i els Arcs;C/ Major, 2;Vinyols i els Arcs;977850461;977851220;Il·lm. Sr.;Arnau Guasch Girona;Arnau;Guasch;Girona;VA-AM;Senyor;Alcalde President;;P4318000I;Baix Camp;8100810007;Tarragona;8004330008;N;2019;2056;2;10,89;    ;Municipis;43391;;Dilluns, dijous i divendres de 8.00 a 15.00 hores. Dimarts i dimecres de  8.00 a 14.00 hores i de 17.00 a 20.00 hores.;N;BC;95;;;;H;Vinyols;aj.vinyols@altanet.org;http://www.vinyols.altanet.org;Reus;Reus;vinyolencs;Vinyols (Vinyols i els Arcs);Tarragona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4317850006;Camp de Tarragona;https://www.google.com/maps/place/Vinyols+i+els+Arcs, + Tarragona?hl=ca;https://goo.gl/maps/RtaAHZj7mENoKVXn6;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=431785;Benvolgut alcalde;30/7/2020 9:27:32
830890004;Viver i Serrateix;Ajuntament de Viver i Serrateix;Casa de la Vila;Viver i Serrateix;93-8204922;;Il·lma. Sra.;Isabel Serra Montañà;Isabel;Serra;Montañà;JxCAT;Senyora;Alcaldessa Presidenta;;P0830900G;Berguedà;8101410007;Barcelona;8000840003;N;2019;168;2;66,74;    ;Municipis;8679;;Dimecres d'17:00 - 19:00 i divendres  d'11:00 - 13:00;N;BD;729;;;;D;Serrateix;viver@diba.cat;http://www.viveriserrateix.cat;Berga;Berga;viverencs i serrateixencs;Serrateix (Viver i Serrateix);Catalunya Central;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0830890004;Comarques Centrals;https://www.google.com/maps/place/Viver+i+Serrateix, + Barcelona?hl=ca;https://goo.gl/maps/DuxAAJ2T8VpkBjoS7;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=083089;Benvolguda alcaldessa;30/7/2020 9:27:32
4305210007;Xerta;Ajuntament de Xerta;Plaça Major, 13;Xerta;977-473005;977-473014;Il·lm. Sr.;Roger Aviñó Martí;Roger;Aviñó;Martí;MX - AM;Senyor;Alcalde President;;P4305300H;Baix Ebre;8100940003;Tarragona;8004330008;N;2019;1170;2;32,48;    ;Municipis;43592;;De dilluns a divendres de 10 a 14 h. Els dimarts també de 17 a 19.30 h.;N;BB;12;;;;H;Xerta;aj.xerta@xerta.cat;http://www.xerta.cat;Tortosa;Tortosa;xertolins;Xerta;Terres de l'Ebre;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4305210007;Terres de l'Ebre;https://www.google.com/maps/place/Xerta, + Tarragona?hl=ca;https://goo.gl/maps/oLtD7sa6KrM8xUWK7;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=430521;Benvolgut alcalde;30/7/2020 9:27:32
7000120002;Ainet de Besan;Entitat Municipal Descentralitzada d'Ainet de Besan;Casa Consistorial;Ainet de Besan;973-624405;973-624388;Sr.;Manel Pérez Cantalosella;Manel ;Pérez;Cantalosella;JXCAT;Senyor;President;;P7501703H;Pallars Sobirà;8102650006;Lleida;8002550006;;;42;4;;    ;Entitats Municipals Descentralitzades;25573;;;N;;;;;;H;;aj@alins.ddl.net;;;;;Ainet de Besan;Alt Pirineu i Aran;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=7000120002;;;;;Benvolgut president;30/7/2020 9:31:51
7000270005;Arànser;Entitat Municipal Descentralitzada d'Arànser;Plaça Major, 1 - Aransa;Arànser;689902769;973-515020;Sra.;Montserrat Gasch Echeverría;Montserrat ;Gasch;Echeverría;JXCAT;Senyora;Presidenta;;P2500018C;Cerdanya;8101540003;Lleida;8002550006;;;51;4;;    ;Entitats Municipals Descentralitzades;25726;;;N;;;;;;D;;aransaentitat@hotmail.com;;;;;Arànser;Alt Pirineu i Aran;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=7000270005;;;;;Benvolguda presidenta;30/7/2020 9:31:51
7000330008;Araós;Entitat Municipal Descentralitzada d'Araós;Plaça Major, s/n;Araós;973-624318;973-624388;Sr.;Josep Maria Poch Tico;Josep ;Maria;Poch Tico;JXCAT;Senyor;President;;P7501701B;Pallars Sobirà;8102650006;Lleida;8002550006;;;51;4;;    ;Entitats Municipals Descentralitzades;25573;;;N;;;;;;H;;aj@alins.ddl.net;;;;;Araós;Alt Pirineu i Aran;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=7000330008;;;;;Benvolgut president;30/7/2020 9:31:51
7000480001;Arcavell i la Farga de Moles;Entitat Municipal Descentralitzada d'Arcavell i la Farga de Moles;Casa Consistorial;Arcavell i la Farga de Moles;973-350458;973-355566;Sra.;Marta Vidal Fortó;Marta ;Vidal;Fortó;IVV-ERC-AM;Senyora;Presidenta;;P2500011H;Alt Urgell;8100430008;Lleida;8002550006;;;69;4;;    ;Entitats Municipals Descentralitzades;25799;;;N;;;;;;D;;eemmdd@vallsvalira.ddl.net;;;;;Arcavell;Alt Pirineu i Aran;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=7000480001;;;;;Benvolguda presidenta;30/7/2020 9:31:51
7000510007;Arestui;Entitat Municipal Descentralitzada d'Arestui;Carrer Únic, s/n;Arestui;973-622008;973-622402;Sr.;Jesús García Fuentes;Jesús ;García;Fuentes;FM-ERC;Senyor;President;;P7559503C;Pallars Sobirà;8102650006;Lleida;8002550006;;;18;4;;    ;Entitats Municipals Descentralitzades;25595;;tots els dies de 8.00 a 15.00 i dimarts de 17.00 a 19.30 hores;N;;;;;;H;;ajuntament@llavorsi.ddl.net;http://www.llavorsi.ddl.net;;;;Arestui;Alt Pirineu i Aran;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=7000510007;;;;;Benvolgut president;30/7/2020 9:31:51
7000640003;Àreu;Entitat Municipal Descentralitzada d'Àreu;Casa de la Vila;Àreu;973-624405;973-624388;Sr.;Iu Escolà Viladrich;Iu;Escolà;Viladrich;ERC;Senyor;President;;P7501702J;Pallars Sobirà;8102650006;Lleida;8002550006;;;96;4;;    ;Entitats Municipals Descentralitzades;25575;;;N;;;;;;H;;aj@alins.ddl.net;;;;;Àreu;Alt Pirineu i Aran;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=7000640003;;;;;Benvolgut president;30/7/2020 9:31:51
7000700000;Arró;Entitat Municipal Descentralitzada d'Arró;Carrer de Sant Agustí, 3;Arró;973-641804;973-641850;Sra.;Maria Alonso Fernández Iruela;Maria ;Alonso;Fernández Iruela;CDA-PNA;Senyora;Presidenta;;P2500053J;Aran;8103980001;Lleida;8002550006;;;23;4;;    ;Entitats Municipals Descentralitzades;25551;;;N;;;;;;D;;ajuntament@esbordes.org;esbordes.org;;;;Arró;Alt Pirineu i Aran;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=7000700000;;;;;Benvolguda presidenta;30/7/2020 9:31:51
7000860009;Arròs e Vila;Entitat Municipal Descentralitzada d'Arròs e Vila;Sarriulèra, 2 - Ajuntament Vielha e Mitjaran;Arròs e Vila;973-640018;973-640537;Sr.;Borja Bernadets Coyo;Borja ;Bernadets;Coyo;CDA-PNA;Senyor;President;;P2503700C;Aran;8103980001;Lleida;8002550006;;;105;4;;    ;Entitats Municipals Descentralitzades;25530;;;N;;;;;;H;;info@vielha-mijaran.org;www.vielha-mijaran.org;;;;Vielha;Alt Pirineu i Aran;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=7000860009;;;;;Benvolgut president;30/7/2020 9:31:51
7000990004;Ars;Entitat Municipal Descentralitzada d'Ars;Casa Consistorial;Ars;973-350458;;Sr.;Josep Noves Ruf;Josep ;Noves;Ruf;IVV-ERC-AM;Senyor;President;;P2500008D;Alt Urgell;8100430008;Lleida;8002550006;;;36;4;;    ;Entitats Municipals Descentralitzades;25799;;;N;;;;;;H;;eemmdd@vallsvalira.ddl.net;vallsvalira.ddel.net;;;;Ars;Alt Pirineu i Aran;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=7000990004;;;;;Benvolgut president;30/7/2020 9:31:51
7001030008;Arties e Garòs;Entitat Municipal Descentralitzada d'Arties e Garòs;Plaça Ortau, 1;Arties e Garòs;973-641612;973-645726;Sra.;Marcelina Fanlo Caujola;Marcelina ;Fanlo;Caujola;CDA-PNA;Senyora;Presidenta;;P7533103C;Aran;8103980001;Lleida;8002550006;;;642;4;;    ;Entitats Municipals Descentralitzades;25599;;;N;;;;;;D;;info@nautaran.org;http://www.nautaran.org;;;;Arties;Alt Pirineu i Aran;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=7001030008;;;;;Benvolguda presidenta;30/7/2020 9:31:51
7001100000;Asnurri;Entitat Municipal Descentralitzada d'Asnurri;Casa consistorial;Asnurri;973-350458;973-355566;Sr.;Maria Sinfreu Clop;Maria;Sinfreu;Clop;;Senyora;Presidenta;;P2500009B;Alt Urgell;8100430008;Lleida;8002550006;;;31;4;;    ;Entitats Municipals Descentralitzades;25799;;;N;;;;;;D;;eemmdd@vallsvalira.ddl.net;;;;;Asnurri;Alt Pirineu i Aran;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=7001100000;;;;;Benvolguda presidenta;30/7/2020 9:31:51
7001250006;Aubèrt e Betlan;Entitat Municipal Descentralitzada d'Aubèrt e Betlan;Sarriulèra, 2 - Ajuntament Vielha e Mitjaran;Aubèrt e Betlan;973-640018;973-640537;Sr.;Héctor Manero Vicente;Héctor ;Manero;Vicente;UA-PSC-CP;Senyor;President;;P2506600B;Aran;8103980001;Lleida;8002550006;;;276;4;;    ;Entitats Municipals Descentralitzades;25530;;;N;;;;;;H;;info@vielha-mijaran.org;www.vielha-mijaran.org;;;;Vielha;Alt Pirineu i Aran;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=7001250006;;;;;Benvolgut president;30/7/2020 9:31:51
7001310007;Bagergue;Entitat Municipal Descentralitzada de Bagergue;Casa Consistorial;Bagergue;973-644030;973-645726;Sr.;Marc Tarrau Leja;Marc ;Tarrau;Leja;UA-PSC-CP;Senyor;President;;P7533104A;Aran;8103980001;Lleida;8002550006;;;104;4;;    ;Entitats Municipals Descentralitzades;25598;;;N;;;;;;H;;info@nautaran.org;http://www.nautaran.org;;;;Bagergue;Alt Pirineu i Aran;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=7001310007;;;;;Benvolgut president;30/7/2020 9:31:51
7001460009;Baiasca;Entitat Municipal Descentralitzada de Baiasca;C/ Únic de les Escoles, s/n;Baiasca;657600192;;Sr.;Jordi Fillet Carrera;Jordi ;Fillet;Carrera;FM-ERC;Senyor;President;;P7559501G;Pallars Sobirà;8102650006;Lleida;8002550006;;;24;4;;    ;Entitats Municipals Descentralitzades;25595;;dilluns, dimecres i divendres, de 10 a 15 h;N;;;;;;H;;emd@baiasca.cat;http://www.baiasca.cat;;;;Baiasca;Alt Pirineu i Aran;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=7001460009;;;;;Benvolgut president;30/7/2020 9:31:51
7007560009;Baldomar;Entitat Municipal Descentralitzada de Baldomar;Carrer de la Font, s/n;Baldomar;973291088;;Sr.;Josep Galceran Sellart;Josep ;Galceran;Sellart;CP;Senyor;President;;P2500123A;Noguera;8102340003;Lleida;8002550006;;;119;4;;de;Entitats Municipals Descentralitzades;25737;;De dilluns a divendres, de 10 a 13 h;N;;;;;;H;;merobaldomar@gmail.com;;;;;Artesa de Segre;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=7007560009;;;;;Benvolgut president;30/7/2020 9:31:51
7007170005;Bellaterra;Entitat Municipal Descentralitzada de Bellaterra;Plaça Maragall, 4;Bellaterra;935181830;;Sr.;Ramon Andreu Atik;Ramon ;Andreu;Atik;GPB;Senyor;President;;P0800249E;Vallès Occidental;8104020002;Barcelona;8000840003;;;2738;4;;;Entitats Municipals Descentralitzades;8193;;;N;;;;;;H;;emdbellaterra@gmail.com;https://www.emdbellaterra.cat;;;;Bellaterra;Barcelona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=7007170005;;;;;Benvolgut president;30/7/2020 9:31:51
